+-------------+--------------+--------------+-----------------------+------------------+-----+
| c_last_name | c_first_name | c_salutation | c_preferred_cust_flag | ss_ticket_number | cnt |
| Grace        | Henry        | Sir          | N                     | 61577510         | 15  |
| Grady        | NULL         | NULL         | Y                     | 44565802         | 15  |
| Graf         | Antoine      | Dr.          | N                     | 52712735         | 16  |
| Graf         | Cecil        | Mr.          | N                     | 62575206         | 16  |
| Graf         | Randal       | Sir          | Y                     | 68052347         | 15  |
| Graham       | Curt         | Dr.          | N                     | 64600161         | 15  |
| Graham       | Debbie       | Miss         | N                     | 39184587         | 15  |
| Graham       | Francesca    | Mrs.         | N                     | 67146116         | 15  |
| Graham       | Janet        | Miss         | N                     | 47865166         | 15  |
| Graham       | Juan         | Sir          | Y                     | 71539185         | 15  |
| Graham       | Loretta      | Mrs.         | N                     | 37972719         | 16  |
| Graham       | Mildred      | Dr.          | N                     | 50698115         | 15  |
| Graham       | Sonia        | Ms.          | N                     | 61493377         | 15  |
| Graham       | Wayne        | Sir          | Y                     | 58657539         | 15  |
| Graham       | NULL         | Dr.          | Y                     | 50331926         | 15  |
| Grant        | Anne         | Dr.          | N                     | 67989537         | 15  |
| Grant        | Cicely       | Mrs.         | N                     | 67076133         | 15  |
| Grant        | Gabriel      | Mr.          | N                     | 57885213         | 15  |
| Grant        | Jeff         | Dr.          | N                     | 41500108         | 16  |
| Grant        | Paula        | Mrs.         | Y                     | 64898658         | 15  |
| Grant        | Rocco        | Mr.          | N                     | 49580692         | 15  |
| Graves       | Jack         | Mr.          | N                     | 47670353         | 15  |
| Graves       | Jesus        | Dr.          | Y                     | 42138718         | 15  |
| Graves       | Patrick      | Sir          | Y                     | 39691025         | 15  |
| Graves       | Paul         | Mr.          | N                     | 40042618         | 15  |
| Gray         | Billy        | Mr.          | N                     | 70754364         | 15  |
| Gray         | Cara         | Miss         | Y                     | 39310277         | 15  |
| Gray         | Cristina     | Miss         | N                     | 42792173         | 15  |
| Gray         | David        | Mr.          | Y                     | 45859168         | 15  |
| Gray         | Denise       | NULL         | NULL                  | 36549294         | 16  |
| Gray         | Estrella     | Mrs.         | N                     | 54445813         | 15  |
| Gray         | Gerardo      | Sir          | N                     | 52255813         | 15  |
| Gray         | Jamie        | Dr.          | Y                     | 62140416         | 15  |
| Gray         | Jessica      | Ms.          | N                     | 38343288         | 16  |
| Gray         | Joseph       | Sir          | Y                     | 66431466         | 15  |
| Gray         | Joshua       | Sir          | Y                     | 42150534         | 15  |
| Gray         | Juan         | Sir          | Y                     | 65736481         | 16  |
| Gray         | Lora         | Dr.          | N                     | 39355641         | 15  |
| Gray         | Madeline     | Ms.          | Y                     | 36659911         | 15  |
| Gray         | Patrick      | Sir          | Y                     | 53362856         | 16  |
| Gray         | Steve        | Sir          | N                     | 57529084         | 15  |
| Gray         | Thomas       | Dr.          | Y                     | 52426667         | 16  |
| Green        | Alfred       | Dr.          | Y                     | 58536867         | 15  |
| Green        | Blake        | Sir          | N                     | 37734343         | 16  |
| Green        | Christina    | Ms.          | N                     | 61067338         | 15  |
| Green        | Daniel       | Mr.          | Y                     | 60751368         | 15  |
| Green        | Esteban      | Mr.          | N                     | 38566971         | 16  |
| Green        | Ethel        | Mrs.         | N                     | 53982038         | 15  |
| Green        | Felix        | Sir          | Y                     | 52976606         | 15  |
| Green        | George       | Sir          | N                     | 58666153         | 15  |
| Green        | Gerald       | Sir          | Y                     | 70663670         | 15  |
| Green        | Herminia     | Dr.          | Y                     | 38210993         | 15  |
| Green        | Jane         | Ms.          | N                     | 67050180         | 16  |
| Green        | John         | Mr.          | N                     | 69238935         | 16  |
| Green        | Keisha       | Dr.          | Y                     | 53347308         | 15  |
| Green        | Kevin        | Mr.          | Y                     | 67404225         | 15  |
| Green        | Linda        | Miss         | Y                     | 52074877         | 15  |
